station_id,station_name,latitude,longitude,malecount,femalecount,SUM,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75,age80,age85,age90,age95,age100,age101,age20m,age20f,age25m,age25f,age30m,age30f,age35m,age35f,age40m,age40f,age45m,age45f,age50m,age50f,age55m,age55f,age60m,age60f,age65m,age65f,age70m,age70f,age75m,age75f,age80m,age80f,age85m,age85f,age90m,age90f,age95m,age95f,age100m,age100f,age101m,age101f
268,Howard St & Centre St,40.71910537,-73.99973337,36974,13496,60516,687,4081,8701,11004,7447,5952,4604,3249,2650,1547,330,167,91,0,0,0,6,9998,582,101,3033,1044,6008,2669,7765,3229,5725,1716,4475,1475,3547,1053,2335,914,1795,855,1218,329,279,51,134,33,64,27,0,0,0,0,0,0,6,0,6,0
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,15546,6031,22757,21,747,2929,5271,5881,2989,2105,1038,417,184,26,9,2,0,0,0,0,1138,8,12,476,271,2088,841,3662,1568,4142,1739,2318,671,1725,380,585,453,388,29,121,63,24,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0
271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,9890,2521,13196,32,264,1386,2552,2185,1978,1507,1098,843,525,27,23,0,0,0,0,0,776,27,4,212,50,991,390,1854,697,1681,504,1701,277,1244,263,1032,66,645,198,477,48,21,6,5,18,0,0,0,0,0,0,0,0,0,0,0,0
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,10913,4627,17325,43,286,2123,3942,2738,2397,1975,911,610,531,61,7,2,0,0,0,0,1697,24,19,172,112,1307,798,2664,1213,2081,654,1597,800,1348,626,666,245,531,79,474,57,42,19,2,5,2,0,0,0,0,0,0,0,0,0,0,0
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,7556,2008,10413,16,261,1262,2086,1980,1466,1218,561,392,302,41,0,4,0,0,0,0,821,14,0,174,87,902,359,1599,465,1540,439,1287,177,1004,214,467,94,331,61,229,73,4,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0
276,Duane St & Greenwich St,40.71748752,-74.0104554,24423,8742,36401,753,1909,5882,4658,3656,3373,3485,4420,2399,1916,624,41,51,0,0,0,0,3232,562,190,1559,350,4405,1477,3454,1200,2870,783,2511,862,2642,843,3076,1343,1176,1223,1551,365,525,99,36,5,49,2,0,0,0,0,0,0,0,0,0,0
278,Concord St & Bridge St,40.69766564,-73.98476437,5485,2809,10350,171,769,2191,1381,1761,715,433,547,141,290,31,0,0,0,0,0,0,1919,171,0,397,264,1459,732,924,455,1129,605,519,196,201,232,506,41,134,7,13,277,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Peck Slip & Front St,40.707873,-74.00167,28023,9934,53785,328,2299,6508,6848,4788,4760,5580,3577,2457,564,127,180,7,4,4,4,0,15754,279,46,1771,526,4797,1704,4813,2033,3091,1647,3816,923,4381,1197,2573,1002,1870,587,337,227,108,19,161,19,7,0,0,4,4,0,4,0,0,0,15,0
280,E 10 St & 5 Ave,40.73331967,-73.99510132,40910,14638,60198,1630,4071,7427,9117,6426,5883,5878,5791,3744,3664,748,1167,100,4,0,0,0,4548,1031,598,3176,895,5506,1902,6056,3051,4828,1581,4706,1176,4171,1648,4090,1701,2461,1283,3092,572,711,37,980,187,93,7,4,0,0,0,0,0,0,0,5,0
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,45023,9758,101809,200,2140,8270,10277,7873,7385,6496,5574,4085,1592,640,277,18,0,0,0,0,46982,164,34,1604,533,5918,2349,8285,1986,6549,1320,6491,888,5722,770,4729,845,3472,593,1360,232,564,75,145,132,17,0,0,0,0,0,0,0,0,0,3,0
282,Kent Ave & S 11 St,40.70827295,-73.96834101,7526,3706,17824,115,570,2128,2912,2019,1105,831,648,561,265,74,9,0,0,0,0,0,6587,100,11,147,423,1651,475,1877,1035,1456,561,578,527,751,80,252,395,378,183,260,5,64,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,97783,29353,137405,847,5090,20541,25325,19944,12815,13356,14126,8477,3180,2672,592,162,0,0,33,0,10245,741,105,3370,1720,14830,5698,18723,6594,15442,4490,10279,2529,11308,2047,11163,2960,6599,1861,2479,701,2092,580,533,59,153,9,0,0,0,0,33,0,0,0,38,0
285,Broadway & E 14 St,40.73454567,-73.99074142,99907,33144,147974,2203,12740,27759,25856,15354,13927,12029,9516,7007,4097,1861,731,109,13,0,0,0,14769,1794,387,9287,3447,20423,7319,19177,6615,12005,3321,10675,3248,9020,3000,7093,2420,5007,1991,3070,1027,1574,281,661,70,93,16,11,2,0,0,0,0,0,0,14,0
289,Monroe St & Classon Ave,40.6845683,-73.95881081,3249,1273,5105,53,74,703,1112,623,1197,461,92,49,155,5,2,0,0,0,0,0,579,37,14,52,22,482,221,707,403,510,113,1015,182,232,229,36,56,17,32,155,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2 Ave & E 58 St,40.76020258,-73.96478473,29040,7219,42058,107,1563,7573,7675,5295,4445,2781,2817,1826,1372,714,98,9,0,0,0,0,5783,88,19,1133,430,5729,1843,6035,1639,4418,876,3942,490,2076,705,2107,708,1448,378,1280,92,691,23,86,12,5,4,0,0,0,0,0,0,0,0,2,0
291,Madison St & Montgomery St,40.713126,-73.984844,14760,6197,23127,357,1441,2182,3500,2214,2998,4160,1937,1383,483,258,48,85,0,0,0,0,2080,234,91,1304,136,1750,432,2488,954,1624,589,1923,1075,2713,1447,1319,618,780,603,330,153,191,67,27,21,75,10,0,0,0,0,0,0,0,0,0,0
293,Lafayette St & E 8 St,40.73028666,-73.9907647,132196,44867,192231,1856,16563,38034,33654,22715,16691,16670,12815,9027,6096,2168,900,105,10,4,5,0,14922,1603,245,11619,4943,27496,10516,23858,9644,18212,4440,13068,3611,13343,3326,9261,3554,6531,2491,4417,1679,1846,322,824,76,91,14,8,0,0,4,0,4,0,0,18,0
294,Washington Square E,40.73049393,-73.9957214,36469,11236,55742,1461,9298,8884,7709,4309,3645,3093,3164,2582,2068,586,694,126,117,0,4,0,8002,1330,129,7276,2018,6377,2491,5607,2093,3492,817,2957,688,2547,546,2506,650,1503,1079,1467,596,513,73,667,27,97,29,117,0,0,0,4,0,0,0,9,0
295,Pike St & E Broadway,40.71406667,-73.99293911,26389,11676,41699,348,3906,8283,7320,4250,3710,3217,2908,2075,1123,588,296,58,11,0,0,0,3606,238,110,2741,1165,5928,2354,4983,2330,2873,1368,2480,1194,2198,1019,1677,1231,1594,481,836,287,507,81,258,38,51,7,0,11,0,0,0,0,0,0,25,0
296,Division St & Bowery,40.71413089,-73.9970468,27505,11112,43859,376,2833,7385,5856,3242,4901,4038,3819,2880,1916,806,388,195,14,0,0,0,5209,248,123,2110,723,5463,1922,3894,1957,2472,764,3029,1846,2920,1118,2480,1339,2006,874,1575,341,771,35,343,45,184,11,0,14,0,0,0,0,0,0,9,0
297,E 15 St & 3 Ave,40.734232,-73.986923,58023,19145,82478,1116,8999,17865,14879,8556,6428,6904,4920,3646,2649,800,255,169,15,0,0,0,5276,823,292,6743,2250,13527,4334,11197,3680,6238,2316,5227,1197,5491,1402,3486,1432,2345,1286,1968,681,655,144,229,26,75,94,5,0,0,0,0,0,0,0,14,0
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,6054,1956,9375,21,133,1341,2308,887,1038,911,677,395,221,36,21,24,0,0,0,0,1362,15,5,99,33,1144,197,1879,428,550,337,792,246,568,343,468,209,303,92,183,38,24,12,21,0,8,16,0,0,0,0,0,0,0,0,0,0
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,45151,13397,63185,1101,9562,12687,10848,6178,4411,5286,3713,2950,1258,240,348,0,5,0,0,0,4597,928,172,7440,2119,9411,3269,8363,2479,4647,1506,3532,879,4522,764,2635,1078,2410,539,705,553,217,22,333,15,0,0,0,2,0,0,0,0,0,0,4,0
3002,South End Ave & Liberty St,40.711512,-74.015756,55171,20681,98943,941,3919,11412,12244,9674,9089,9571,7141,6316,2913,1269,1204,98,54,0,2,0,23096,764,173,2996,923,8236,3174,8992,3252,7226,2436,6494,2595,6217,3343,5050,2069,4331,1985,2510,403,983,286,1173,31,95,0,52,2,0,0,2,0,0,0,50,6
301,E 2 St & Avenue B,40.72217444,-73.98368779,47993,17670,72095,823,7150,19211,11707,8312,6208,4386,2826,3477,1045,329,178,32,0,0,0,0,6408,622,199,4654,2496,13924,5286,9057,2639,6256,2047,4364,1842,3066,1319,2012,813,2688,787,888,157,282,47,169,9,0,29,0,0,0,0,0,0,0,0,5,0
3014,E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,154,106,481,0,10,74,82,31,21,18,7,8,8,0,0,0,0,0,0,0,221,0,0,5,5,41,33,46,36,24,7,17,4,10,8,3,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,Mobile 01,40.77105186,-73.9643383,372,261,2031,0,22,110,173,91,72,41,49,44,24,5,2,0,0,0,0,0,1398,0,0,5,17,70,40,98,75,54,37,53,19,19,22,30,19,27,17,9,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Avenue D & E 3 St,40.72082834,-73.97793172,19324,8196,29100,779,3573,5446,2622,2891,2257,2033,3458,1504,2571,303,92,0,2,0,0,0,1567,728,49,2892,681,3451,1994,1832,789,2370,521,1614,634,1276,757,2020,1438,838,666,1942,629,299,4,62,30,0,0,0,2,0,0,0,0,0,0,0,0
303,Mercer St & Spring St,40.72362738,-73.99949601,33693,12111,54554,721,3264,9239,8772,6609,4868,4250,4212,1908,1441,408,101,44,6,0,2,0,8709,537,184,2271,992,6632,2599,6336,2427,4690,1902,3919,949,3288,961,3459,751,1135,769,1010,431,286,122,93,8,28,16,6,0,0,0,2,0,0,0,0,0
304,Broadway & Battery Pl,40.70463334,-74.01361706,31765,9413,56601,668,2047,6799,7013,5213,5079,4466,4445,2633,2415,466,137,30,0,0,0,0,15189,616,48,1656,391,4977,1820,5127,1879,4170,1040,4178,901,3288,952,3497,947,1894,739,1816,599,379,87,135,0,23,7,0,0,0,0,0,0,0,0,9,0
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,854,315,1422,10,269,176,203,147,80,218,9,48,7,3,0,0,0,0,0,0,252,10,0,220,49,105,70,103,100,120,27,72,8,163,55,7,0,44,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,Fulton St & Utica Ave,40.6794268,-73.9298911,1364,766,2497,15,88,647,500,146,447,123,48,83,33,3,0,0,0,0,0,0,364,15,0,78,10,430,216,458,42,112,34,102,345,95,28,36,11,0,79,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,759,280,1307,5,141,140,267,189,138,89,26,35,7,2,0,0,0,0,0,0,268,2,3,117,24,87,53,214,53,136,53,83,55,81,8,18,8,12,23,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,Albany Ave & Fulton St,40.6800105,-73.938475,547,244,961,22,163,81,105,179,108,114,5,6,7,2,0,0,0,0,0,0,169,21,0,157,6,40,41,83,22,135,44,63,45,30,84,5,0,4,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,755,501,1503,4,26,327,231,184,318,56,66,57,25,3,0,0,0,0,0,0,206,0,3,20,6,219,107,180,49,135,49,72,211,29,27,59,7,16,38,22,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,1727,471,2440,18,270,556,685,265,103,267,20,10,3,3,0,0,0,0,0,0,240,0,18,191,79,486,70,507,176,225,40,43,60,252,15,9,11,9,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,906,472,1605,5,115,410,295,174,211,56,109,70,3,2,0,0,0,0,0,0,155,0,4,47,7,317,92,96,199,130,35,170,40,34,22,106,3,2,68,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,1630,525,2285,0,52,399,596,177,289,150,364,46,70,11,0,0,0,0,0,0,129,0,0,45,7,280,119,431,164,126,51,192,97,124,26,339,25,0,35,69,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,E 58 St & 3 Ave,40.76095756,-73.96724467,54921,10681,72754,141,2931,11824,12581,10348,8267,5890,6465,4091,1851,914,319,11,0,0,0,0,7120,111,28,2382,549,9431,2393,10288,2287,8853,1490,7067,1188,5093,797,5435,1029,3490,594,1624,227,874,40,264,55,7,4,0,0,0,0,0,0,0,0,0,0
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,813,1234,2577,7,132,547,349,337,205,371,102,22,0,2,0,0,0,0,0,0,502,0,6,27,104,216,330,162,187,175,162,98,82,53,318,59,42,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,Lewis Ave & Madison St,40.686312,-73.935775,1644,994,3160,18,44,667,727,413,578,72,23,114,0,2,0,0,0,0,0,0,501,6,12,38,6,419,227,608,119,300,113,214,364,23,49,17,6,17,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,452,235,930,8,75,142,145,147,117,35,15,6,2,2,0,0,0,0,0,0,236,6,2,44,24,112,30,86,59,112,35,49,68,20,15,14,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,1183,706,2337,3,160,529,290,471,207,101,120,4,3,2,0,0,0,0,0,0,447,0,3,17,143,281,247,125,165,422,49,182,25,30,71,118,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,Greene Ave & Nostrand Ave,40.6883337,-73.950916,953,477,1739,3,102,477,337,257,212,22,8,13,2,2,0,0,0,0,0,0,304,0,2,68,29,308,169,247,90,188,69,112,100,16,6,0,6,8,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,1107,348,1695,7,143,435,260,299,81,162,34,33,5,2,0,0,0,0,0,0,234,0,5,100,41,328,104,177,83,229,70,64,17,154,8,20,13,27,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,1273,357,1953,7,105,722,477,251,35,26,0,0,0,2,0,0,0,0,0,0,323,0,6,101,0,614,108,300,177,217,34,12,23,21,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,1275,459,2082,4,334,361,457,270,74,208,11,12,2,4,0,0,0,0,0,0,345,0,4,157,176,257,104,376,81,247,23,21,53,191,17,8,0,12,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,749,246,1132,3,173,419,251,61,13,69,0,2,0,4,0,0,0,0,0,0,137,0,3,114,59,359,60,182,69,52,9,11,2,25,44,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Cliff St & Fulton St,40.70823502,-74.00530063,30292,8689,43243,1048,4211,7461,8696,4264,4379,2506,2375,2152,1146,575,168,13,0,0,0,0,4245,551,496,3522,689,5714,1744,6875,1815,3005,1256,3719,654,2118,388,1707,668,1664,488,993,153,300,275,120,48,0,13,0,0,0,0,0,0,0,0,0,0
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,1374,805,2423,15,223,801,421,421,116,167,7,5,4,2,0,0,0,0,0,0,241,11,4,122,101,477,324,324,97,152,266,109,7,167,0,2,5,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,577,183,965,10,174,219,155,79,28,79,0,9,3,4,0,0,0,0,0,0,204,7,3,151,23,168,50,113,42,44,35,10,18,70,9,0,0,8,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,1487,507,2370,5,182,828,443,349,85,55,25,0,36,2,0,0,0,0,0,0,356,0,4,139,43,603,225,325,118,280,69,71,14,45,10,15,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,864,203,1355,0,81,391,194,155,82,122,18,16,10,2,0,0,0,0,0,0,283,0,0,64,17,337,53,128,66,124,31,55,27,116,6,16,2,16,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2921,860,4632,7,641,1364,829,498,287,148,16,14,10,9,0,0,0,0,0,0,809,2,5,550,91,1075,251,567,260,381,116,215,72,86,61,15,0,11,3,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,827,353,1764,6,104,325,500,78,34,100,6,6,2,7,0,0,12,0,0,0,584,0,5,30,74,274,51,352,148,58,20,21,13,62,38,0,4,6,0,2,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,1527,239,2044,3,74,853,310,210,39,178,22,69,6,4,0,0,0,0,0,0,276,0,3,66,8,753,100,256,52,158,52,28,11,178,0,16,6,67,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,Broadway & Whipple St,40.7016657,-73.9437303,1783,396,2609,19,385,711,587,231,179,35,12,15,2,8,0,0,0,0,0,0,425,15,0,355,30,595,113,445,142,143,88,173,6,22,11,10,2,15,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,Humboldt St & Varet St,40.7031724,-73.940636,1579,696,2966,31,626,715,365,326,80,50,66,19,6,2,0,2,0,0,0,0,678,29,0,392,234,520,195,265,94,253,73,72,7,11,33,10,56,17,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3069,Lorimer St & Broadway,40.70411791,-73.94818595,1533,400,2374,79,159,753,376,363,53,117,14,0,5,5,0,0,0,0,0,0,439,37,42,132,27,657,96,318,58,246,117,32,21,87,28,8,6,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Canal St & Rutgers St,40.71427487,-73.98990025,46723,18088,69806,717,4856,10252,11896,9656,7728,7861,4331,3878,1977,1302,185,105,97,0,0,2,4963,556,160,3405,1451,7122,3120,8730,3143,6463,3186,6202,1523,5967,1894,2975,1356,2941,937,974,1003,1110,192,163,22,100,5,0,96,0,0,0,0,2,0,12,0
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,933,568,1686,76,249,374,285,192,146,19,63,28,65,2,0,0,0,0,0,0,185,26,50,65,184,281,93,159,126,127,65,104,42,13,6,61,2,28,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071,Boerum St & Broadway,40.70538077,-73.94976519,1780,684,3063,225,214,858,580,313,85,68,75,23,33,2,0,0,0,0,0,0,587,165,60,134,79,549,309,447,123,260,52,81,4,39,29,51,24,21,2,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,Leonard St & Boerum St,40.70583339,-73.94644578,1086,808,2219,230,120,312,387,321,117,148,139,54,61,3,0,2,0,0,0,0,325,72,158,68,52,200,112,253,134,138,183,92,25,17,131,133,6,47,7,61,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3073,Division Ave & Hooper St,40.70691254,-73.95441667,1713,554,2958,35,221,691,623,387,130,47,28,94,10,2,2,0,0,0,0,0,687,35,0,178,43,453,236,439,183,344,42,97,33,40,7,26,0,89,5,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,3866,1561,6858,38,703,1524,1550,814,325,159,263,41,12,17,4,0,0,0,0,0,1408,7,31,373,329,1146,375,970,565,642,172,294,30,116,42,253,10,35,4,10,2,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,886,327,1790,5,116,301,289,186,120,101,25,34,31,4,0,0,0,0,0,0,576,5,0,82,34,209,92,207,81,128,58,102,18,84,17,19,6,13,21,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,1860,866,3201,0,294,706,1150,282,49,196,14,16,0,7,0,0,0,0,0,0,474,0,0,265,29,447,259,804,346,243,39,36,13,30,166,13,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,Stagg St & Union Ave,40.70877084,-73.95095259,2625,1148,4233,6,267,976,1143,824,249,117,115,15,64,2,0,2,0,0,0,0,452,6,0,196,70,565,409,671,470,740,84,232,14,108,9,49,66,13,2,40,24,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3078,Broadway & Roebling St,40.70925562,-73.95982218,922,472,1617,5,122,273,370,247,120,188,59,16,0,0,0,0,0,0,0,0,214,4,0,98,24,159,112,200,163,196,51,104,16,115,73,30,29,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,Leonard St & Grand St,40.71103537,-73.94714303,3117,1132,5176,28,439,1330,1058,958,239,74,87,59,16,3,0,0,0,0,0,0,885,24,4,276,163,986,334,797,238,682,271,208,27,56,18,55,32,16,43,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,St James Pl & Oliver St,40.71307916,-73.99851193,21733,7557,33555,391,2005,5199,5854,4289,2666,3103,2405,1801,986,356,50,99,99,0,0,0,4252,296,94,1385,620,3649,1549,4456,1396,2962,1327,2203,448,2240,863,1963,442,1281,520,861,125,317,39,20,30,94,5,0,99,0,0,0,0,0,0,6,0
3080,S 4 St & Rodney St,40.70934,-73.95608,1250,537,2051,11,187,424,662,217,122,90,41,28,7,2,0,0,0,0,0,0,259,7,4,113,74,334,90,416,243,160,57,110,10,40,50,35,6,25,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,Graham Ave & Grand St,40.711863,-73.944024,2484,916,3923,19,197,1167,1015,363,485,95,18,30,7,5,0,0,0,0,0,0,521,7,12,141,56,897,270,796,219,269,93,305,179,40,55,10,8,7,23,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,Hope St & Union Ave,40.71167351,-73.95141312,2528,648,3739,6,181,1155,985,386,325,136,39,17,23,4,0,0,0,0,0,0,481,5,0,116,65,859,247,807,175,304,82,252,43,115,21,28,11,14,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,2619,1269,4509,5,165,1083,1412,466,330,208,39,200,32,7,0,0,0,0,0,0,562,4,0,67,97,670,400,1020,392,398,68,229,57,150,58,19,19,26,174,29,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,Devoe St & Leonard St,40.71348658,-73.94792458,2559,798,3897,21,160,942,946,687,350,123,111,16,6,2,0,6,0,0,0,0,527,21,0,129,31,663,278,739,202,527,157,277,71,83,38,95,16,12,4,5,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3085,Roebling St & N 4 St,40.71469,-73.95739,2305,892,3846,6,274,710,1026,398,298,334,39,71,54,2,0,0,0,0,0,0,632,4,0,195,79,498,206,727,295,284,114,231,61,267,66,31,8,12,59,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,Graham Ave & Conselyea St,40.715143,-73.944507,6932,2675,10552,49,735,2708,3063,1466,735,505,110,140,133,6,0,0,0,0,0,0,902,7,42,600,135,1729,967,2080,983,1214,251,535,179,447,49,88,22,108,32,120,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,4870,1709,8073,18,425,1887,2065,1138,602,239,151,30,38,8,0,0,0,0,0,0,1471,16,0,260,162,1293,579,1543,522,913,224,484,114,211,28,84,67,28,2,29,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,Union Ave & Jackson St,40.7160751,-73.952029,2693,930,4409,7,176,1362,938,428,280,349,53,25,22,2,0,4,0,0,0,0,763,3,4,94,82,980,381,678,257,341,86,236,27,274,74,37,16,22,3,22,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3089,Leonard St & Meeker Ave,40.7173184,-73.94820213,431,173,641,3,15,141,197,121,57,47,24,3,0,0,0,0,0,0,0,0,32,3,0,12,0,102,39,112,84,104,17,41,13,39,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Murray St & West St,40.7149787,-74.013012,24716,6319,42036,289,2442,6684,5683,4220,3480,3383,2335,1103,1049,304,51,27,4,0,0,0,10981,240,48,1975,467,5123,1560,4457,1226,3455,761,2672,808,2772,608,1915,405,827,276,937,112,261,43,51,0,27,0,0,4,0,0,0,0,0,0,0,0
3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,11475,5266,18856,152,1128,3461,6039,2538,1820,1057,389,123,79,14,2,4,0,0,0,0,2050,140,12,631,496,2062,1395,4282,1752,1906,621,1270,535,712,309,306,83,84,35,58,20,8,6,0,2,4,0,0,0,0,0,0,0,0,0,12,0
3091,Frost St & Meeker St,40.71764,-73.94882,2047,774,3286,0,154,792,783,449,224,250,101,49,13,5,2,0,0,0,0,0,462,0,0,126,27,459,333,563,220,348,101,180,41,242,8,73,28,46,3,0,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Berry St & N 8 St,40.7190095,-73.95852515,6144,3050,11046,109,582,1955,2989,1622,860,607,242,169,49,22,0,5,0,0,0,0,1834,92,17,358,224,1048,901,2048,928,1202,419,575,283,429,175,176,66,137,31,46,3,19,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,10566,4470,18434,135,1102,3772,4196,2553,1422,987,453,166,106,101,3,4,0,0,0,0,3433,121,14,515,587,2687,1074,2747,1443,2058,492,1056,361,808,171,292,161,114,52,84,22,10,91,2,0,4,0,0,0,0,0,0,0,0,0,68,0
3094,Graham Ave & Withers St,40.7169811,-73.94485918,2091,1101,3579,0,85,757,1321,560,270,93,68,23,16,2,0,0,0,0,0,0,384,0,0,71,14,439,316,802,519,423,137,198,71,89,4,36,32,23,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,1390,632,2371,13,182,516,599,389,121,79,73,39,0,2,0,0,0,0,0,0,348,0,12,87,95,342,174,415,184,306,83,67,53,73,6,71,2,17,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,Union Ave & N 12 St,40.71924,-73.95242,1060,383,1649,0,56,284,493,338,166,50,38,16,12,0,0,0,0,0,0,0,195,0,0,40,16,189,95,377,115,246,91,127,33,29,18,32,6,9,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
